source_id,source_name,lat,lon,total_co2_emissions_2024
25454882,KOHINOOR KUCHIDIH,23.0187,85.9438,382790.0
25454883,Vilayat Caustic power station,21.7778,72.9025,340240.0
25454888,Visakhapatnam Sarda power station,17.9415,83.2232,476330.0
25454912,Hazira power station (Essar),21.1191,72.6405,1531000.0
25454926,Dongamahua Captive Power Plant,22.1279,83.5359,3062200.0
25454958,Hiranmaye Haldia power station,22.077,88.0984,1796600.0
25454963,Binjkote power station,22.0104,83.2058,3383100.0
25454969,Chandrapur Works power station,20.3694,78.8829,226840.0
25454970,Tulsyan Steel Gummidipoondi captive power station,13.4164,80.0569,396950.0
25454972,Paradip power station,20.3122,86.6458,680500.0
25454997,DLF SILOKHERA,24.8271,92.9737,26260.0
25455018,Khamberkhera IPP power station,28.0169,80.8305,342898.0
25455019,Barkhera IPP power station,28.4725,79.8069,352035.0
25455056,Ajmer power station,26.0739,74.385,1701500.0
25455057,KORBA SWASTIK,22.3005,82.7047,0.0
25455065,RANJANI MILL,18.5354,76.245,0.0
25455069,Parbhani Renuka power station,19.2679,76.4357,170150.0
25455070,CHITTAPUR CEMENT,17.1853,76.795,311910.0
25455071,Kutch Welspun power station,23.1175,70.0822,453660.0
25455072,Cuttack Works power station,20.5159,85.7231,623780.0
25455094,NITIN PLANT,25.2042,74.6092,62135.0
25455096,KOLHAPUR KUMBHI,16.689,74.1201,0.0
